gid,경도,위도
다바669731,127.1292503933,36.8560243907
다바669732,127.1292460393,36.8569258366
다바669733,127.1292416852,36.8578272823
다바669734,127.1292373308,36.8587287279
다바669735,127.1292329762,36.8596301734
다바669736,127.1292286215,36.8605316187
다바669737,127.1292242666,36.8614330639
다바669738,127.1292199114,36.8623345090
다바669739,127.1292155561,36.8632359539
다바669740,127.1292112006,36.8641373987
다바669741,127.1292068448,36.8650388434
다바669742,127.1292024889,36.8659402879
다바669743,127.1291981328,36.8668417322
다바669744,127.1291937765,36.8677431765
다바669745,127.1291894200,36.8686446206
다바669746,127.1291850634,36.8695460645
다바669747,127.1291807065,36.8704475083
다바669748,127.1291763494,36.8713489520
다바669749,127.1291719921,36.8722503956
다바669750,127.1291676347,36.8731518390
다바669751,127.1291632770,36.8740532823
다바669752,127.1291589192,36.8749547254
다바669753,127.1291545611,36.8758561684
다바669754,127.1291502029,36.8767576113
다바669755,127.1291458445,36.8776590540
다바669756,127.1291414858,36.8785604966
다바669757,127.1291371270,36.8794619390
다바669758,127.1291327680,36.8803633813
다바669759,127.1291284088,36.8812648235
다바669760,127.1291240494,36.8821662655
다바669761,127.1291196898,36.8830677074
다바669762,127.1291153300,36.8839691492
다바669763,127.1291109700,36.8848705908
다바669764,127.1291066099,36.8857720323
다바669765,127.1291022495,36.8866734736
다바669766,127.1290978889,36.8875749148
다바669767,127.1290935282,36.8884763559
다바669768,127.1290891672,36.8893777968
다바669769,127.1290848061,36.8902792376
다바669770,127.1290804447,36.8911806783
다바669771,127.1290760832,36.8920821188
다바669772,127.1290717215,36.8929835592
다바669773,127.1290673596,36.8938849995
다바669774,127.1290629975,36.8947864396
다바669775,127.1290586351,36.8956878795
다바669776,127.1290542726,36.8965893194
다바669777,127.1290499099,36.8974907591
다바669778,127.1290455471,36.8983921986
다바669779,127.1290411840,36.8992936380
다바669780,127.1290368207,36.9001950773
다바669781,127.1290324572,36.9010965165
다바669782,127.1290280935,36.9019979555
다바669783,127.1290237297,36.9028993944
다바669784,127.1290193656,36.9038008331
다바669785,127.1290150014,36.9047022717
다바669786,127.1290106369,36.9056037101
다바669787,127.1290062723,36.9065051485
다바669788,127.1290019075,36.9074065866
다바669789,127.1289975424,36.9083080247
다바669790,127.1289931772,36.9092094626
다바669791,127.1289888118,36.9101109004
다바669792,127.1289844462,36.9110123380
다바669793,127.1289800804,36.9119137755
다바669794,127.1289757144,36.9128152129
다바669795,127.1289713482,36.9137166501
다바669796,127.1289669818,36.9146180872
다바669797,127.1289626152,36.9155195241
다바669798,127.1289582485,36.9164209609
다바669799,127.1289538815,36.9173223976
다바669800,127.1289495143,36.9182238341
다바669801,127.1289451470,36.9191252705
다바669802,127.1289407794,36.9200267068
다바669803,127.1289364117,36.9209281429
다바669804,127.1289320437,36.9218295789
다바669805,127.1289276756,36.9227310147
다바669806,127.1289233073,36.9236324504
다바669807,127.1289189388,36.9245338860
다바669808,127.1289145700,36.9254353214
다바669809,127.1289102011,36.9263367567
다바669810,127.1289058320,36.9272381919
다바669811,127.1289014627,36.9281396269
다바669812,127.1288970932,36.9290410618
다바669813,127.1288927236,36.9299424965
다바669814,127.1288883537,36.9308439311
다바669815,127.1288839836,36.9317453656
다바669816,127.1288796133,36.9326467999
다바669817,127.1288752429,36.9335482341
다바669818,127.1288708722,36.9344496682
다바669819,127.1288665013,36.9353511021
다바669820,127.1288621303,36.9362525359
다바669821,127.1288577590,36.9371539695
다바669822,127.1288533876,36.9380554030
다바669823,127.1288490160,36.9389568364
다바669824,127.1288446441,36.9398582696
다바669825,127.1288402721,36.9407597027
다바669826,127.1288358999,36.9416611357
다바669827,127.1288315275,36.9425625685
다바669828,127.1288271549,36.9434640012
다바669829,127.1288227821,36.9443654337
다바669830,127.1288184091,36.9452668661
다바669831,127.1288140359,36.9461682984
다바669832,127.1288096625,36.9470697305
다바669833,127.1288052890,36.9479711625
다바669834,127.1288009152,36.9488725944
다바669835,127.1287965412,36.9497740261
다바669836,127.1287921671,36.9506754577
다바669837,127.1287877927,36.9515768891
다바669838,127.1287834181,36.9524783204
다바669839,127.1287790434,36.9533797516
다바669840,127.1287746685,36.9542811826
다바669841,127.1287702933,36.9551826135
다바669842,127.1287659180,36.9560840443
다바669843,127.1287615425,36.9569854749
다바669844,127.1287571668,36.9578869054
다바669845,127.1287527908,36.9587883357
다바669846,127.1287484147,36.9596897659
다바669847,127.1287440384,36.9605911960
다바669848,127.1287396619,36.9614926259
다바669849,127.1287352853,36.9623940557
다바669850,127.1287309084,36.9632954854
다바669851,127.1287265313,36.9641969149
다바669852,127.1287221540,36.9650983443
다바669853,127.1287177765,36.9659997735
다바669854,127.1287133989,36.9669012026
다바670497,127.1313826145,36.6450857437
다바670498,127.1313783186,36.6459872218
다바670499,127.1313740226,36.6468886998
다바670500,127.1313697263,36.6477901776
다바670501,127.1313654299,36.6486916554
다바670502,127.1313611332,36.6495931329
다바670503,127.1313568364,36.6504946104
다바670504,127.1313525394,36.6513960877
다바670505,127.1313482422,36.6522975649
다바670506,127.1313439448,36.6531990419
다바670507,127.1313396472,36.6541005188
다바670508,127.1313353494,36.6550019956
다바670509,127.1313310515,36.6559034722
다바670510,127.1313267533,36.6568049487
다바670511,127.1313224549,36.6577064250
다바670512,127.1313181564,36.6586079012
다바670513,127.1313138577,36.6595093773
다바670514,127.1313095587,36.6604108532
다바670515,127.1313052596,36.6613123290
다바670516,127.1313009603,36.6622138047
다바670517,127.1312966608,36.6631152802
다바670518,127.1312923611,36.6640167556
다바670519,127.1312880612,36.6649182309
다바670520,127.1312837612,36.6658197060
다바670521,127.1312794609,36.6667211809
다바670522,127.1312751605,36.6676226558
다바670523,127.1312708598,36.6685241305
다바670524,127.1312665590,36.6694256051
다바670525,127.1312622579,36.6703270795
다바670526,127.1312579567,36.6712285538
다바670527,127.1312536553,36.6721300279
다바670528,127.1312493537,36.6730315019
다바670529,127.1312450519,36.6739329758
다바670530,127.1312407499,36.6748344496
다바670531,127.1312364478,36.6757359232
다바670532,127.1312321454,36.6766373966
다바670533,127.1312278428,36.6775388700
다바670534,127.1312235401,36.6784403431
다바670535,127.1312192371,36.6793418162
다바670536,127.1312149340,36.6802432891
다바670537,127.1312106307,36.6811447619
다바670538,127.1312063272,36.6820462345
다바670539,127.1312020235,36.6829477070
다바670540,127.1311977196,36.6838491794
다바670541,127.1311934155,36.6847506516
다바670542,127.1311891112,36.6856521237
다바670543,127.1311848067,36.6865535957
다바670544,127.1311805021,36.6874550675
다바670545,127.1311761972,36.6883565392
다바670546,127.1311718922,36.6892580107
다바670547,127.1311675869,36.6901594822
다바670548,127.1311632815,36.6910609534
다바670549,127.1311589759,36.6919624246
다바670550,127.1311546701,36.6928638956
다바670551,127.1311503641,36.6937653664
다바670552,127.1311460579,36.6946668371
다바670553,127.1311417515,36.6955683077
다바670554,127.1311374449,36.6964697782
다바670555,127.1311331381,36.6973712485
다바670556,127.1311288312,36.6982727187
다바670557,127.1311245240,36.6991741887
다바670558,127.1311202167,36.7000756586
다바670559,127.1311159091,36.7009771283
다바670560,127.1311116014,36.7018785980
다바670561,127.1311072935,36.7027800675
다바670562,127.1311029854,36.7036815368
다바670563,127.1310986771,36.7045830060
다바670564,127.1310943686,36.7054844751
다바670565,127.1310900599,36.7063859440
다바670569,127.1310728232,36.7099918184
다바670570,127.1310685136,36.7108932867
다바670571,127.1310642038,36.7117947548
다바670572,127.1310598937,36.7126962228
다바670573,127.1310555835,36.7135976906
다바670574,127.1310512731,36.7144991583
다바670575,127.1310469625,36.7154006259
다바670576,127.1310426517,36.7163020933
다바670577,127.1310383407,36.7172035606
다바670578,127.1310340296,36.7181050277
다바670579,127.1310297182,36.7190064947
다바670580,127.1310254066,36.7199079616
다바670581,127.1310210949,36.7208094284
다바670582,127.1310167829,36.7217108950
다바670583,127.1310124708,36.7226123614
다바670584,127.1310081585,36.7235138278
다바670585,127.1310038460,36.7244152940
다바670586,127.1309995333,36.7253167600
다바670587,127.1309952204,36.7262182259
다바670588,127.1309909073,36.7271196917
다바670589,127.1309865940,36.7280211574
다바670590,127.1309822805,36.7289226229
다바670591,127.1309779668,36.7298240882
다바670592,127.1309736530,36.7307255535
다바670593,127.1309693389,36.7316270186
다바670594,127.1309650247,36.7325284835
다바670595,127.1309607102,36.7334299483
다바670596,127.1309563956,36.7343314130
다바670597,127.1309520808,36.7352328776
다바670598,127.1309477658,36.7361343420
다바670599,127.1309434506,36.7370358062
다바670600,127.1309391352,36.7379372704
다바670601,127.1309348196,36.7388387344
다바670602,127.1309305038,36.7397401982
다바670603,127.1309261878,36.7406416619
다바670604,127.1309218717,36.7415431255
다바670605,127.1309175553,36.7424445890
다바670606,127.1309132388,36.7433460523
다바670607,127.1309089220,36.7442475155
다바670608,127.1309046051,36.7451489785
다바670609,127.1309002880,36.7460504414
다바670610,127.1308959707,36.7469519041
다바670611,127.1308916532,36.7478533668
다바670612,127.1308873355,36.7487548293
다바670613,127.1308830176,36.7496562916
다바670614,127.1308786995,36.7505577538
다바670615,127.1308743812,36.7514592159
다바670616,127.1308700628,36.7523606778
다바670617,127.1308657441,36.7532621396
다바670618,127.1308614253,36.7541636013
다바670619,127.1308571062,36.7550650628
다바670620,127.1308527870,36.7559665242
다바670621,127.1308484675,36.7568679854
다바670622,127.1308441479,36.7577694466
다바670623,127.1308398281,36.7586709075
다바670624,127.1308355081,36.7595723684
다바670625,127.1308311879,36.7604738291
다바670626,127.1308268675,36.7613752896
다바670627,127.1308225470,36.7622767501
다바670628,127.1308182262,36.7631782103
다바670629,127.1308139052,36.7640796705
다바670630,127.1308095841,36.7649811305
다바670631,127.1308052627,36.7658825904
다바670632,127.1308009412,36.7667840501
다바670633,127.1307966194,36.7676855097
다바670634,127.1307922975,36.7685869692
다바670635,127.1307879754,36.7694884285
다바670636,127.1307836531,36.7703898877
다바670637,127.1307793306,36.7712913468
다바670638,127.1307750079,36.7721928057
다바670639,127.1307706850,36.7730942644
다바670640,127.1307663619,36.7739957231
다바670641,127.1307620387,36.7748971816
다바670642,127.1307577152,36.7757986400
다바670643,127.1307533916,36.7767000982
다바670644,127.1307490677,36.7776015563
다바670645,127.1307447437,36.7785030142
다바670646,127.1307404194,36.7794044720
다바670647,127.1307360950,36.7803059297
다바670648,127.1307317704,36.7812073873
다바670649,127.1307274456,36.7821088447
다바670650,127.1307231206,36.7830103019
다바670651,127.1307187954,36.7839117591
다바670652,127.1307144700,36.7848132160
다바670653,127.1307101444,36.7857146729
다바670654,127.1307058187,36.7866161296
다바670655,127.1307014927,36.7875175862
다바670656,127.1306971665,36.7884190426
다바670657,127.1306928402,36.7893204989
다바670658,127.1306885137,36.7902219551
다바670659,127.1306841869,36.7911234111
다바670660,127.1306798600,36.7920248670
다바670661,127.1306755329,36.7929263228
다바670662,127.1306712056,36.7938277784
다바670663,127.1306668781,36.7947292339
다바670664,127.1306625504,36.7956306892
다바670665,127.1306582225,36.7965321444
다바670666,127.1306538944,36.7974335995
다바670667,127.1306495662,36.7983350544
다바670668,127.1306452377,36.7992365092
다바670669,127.1306409090,36.8001379639
다바670670,127.1306365802,36.8010394184
다바670671,127.1306322511,36.8019408728
다바670672,127.1306279219,36.8028423270
다바670673,127.1306235925,36.8037437811
다바670674,127.1306192629,36.8046452351
다바670675,127.1306149331,36.8055466889
다바670676,127.1306106030,36.8064481426
다바670677,127.1306062729,36.8073495962
다바670678,127.1306019425,36.8082510496
다바670679,127.1305976119,36.8091525029
다바670680,127.1305932811,36.8100539560
다바670681,127.1305889501,36.8109554090
다바670682,127.1305846190,36.8118568619
다바670683,127.1305802876,36.8127583146
다바670684,127.1305759561,36.8136597672
다바670685,127.1305716243,36.8145612197
다바670686,127.1305672924,36.8154626720
다바670687,127.1305629603,36.8163641242
다바670688,127.1305586280,36.8172655762
다바670689,127.1305542955,36.8181670281
다바670690,127.1305499628,36.8190684799
다바670691,127.1305456299,36.8199699316
다바670692,127.1305412968,36.8208713830
다바670693,127.1305369635,36.8217728344
다바670694,127.1305326300,36.8226742856
다바670695,127.1305282964,36.8235757367
다바670696,127.1305239625,36.8244771877
다바670697,127.1305196285,36.8253786385
다바670698,127.1305152942,36.8262800891
다바670699,127.1305109598,36.8271815397
다바670700,127.1305066252,36.8280829901
다바670701,127.1305022903,36.8289844403
다바670702,127.1304979553,36.8298858904
다바670703,127.1304936201,36.8307873404
다바670704,127.1304892847,36.8316887903
다바670705,127.1304849491,36.8325902400
다바670706,127.1304806134,36.8334916896
다바670707,127.1304762774,36.8343931390
다바670708,127.1304719412,36.8352945883
다바670709,127.1304676048,36.8361960374
다바670710,127.1304632683,36.8370974865
다바670711,127.1304589315,36.8379989354
